REF_DATE,GEO,UOM,VALUE,Province,Fuel Type
2017-03,"Victoria, British Columbia",Cents per litre,110.7,British Columbia,Diesel
2017-04,"Victoria, British Columbia",Cents per litre,113.9,British Columbia,Diesel
2017-05,"Victoria, British Columbia",Cents per litre,112.6,British Columbia,Diesel
2017-06,"Victoria, British Columbia",Cents per litre,112.4,British Columbia,Diesel
2017-07,"Victoria, British Columbia",Cents per litre,110.4,British Columbia,Diesel
2017-08,"Victoria, British Columbia",Cents per litre,112.5,British Columbia,Diesel
2017-09,"Victoria, British Columbia",Cents per litre,118.1,British Columbia,Diesel
2017-10,"Victoria, British Columbia",Cents per litre,121.6,British Columbia,Diesel
2017-11,"Victoria, British Columbia",Cents per litre,125.7,British Columbia,Diesel
2017-12,"Victoria, British Columbia",Cents per litre,123.6,British Columbia,Diesel
2018-01,"Victoria, British Columbia",Cents per litre,127.1,British Columbia,Diesel
2018-02,"Victoria, British Columbia",Cents per litre,128.5,British Columbia,Diesel
2018-03,"Victoria, British Columbia",Cents per litre,129.5,British Columbia,Diesel
2018-04,"Victoria, British Columbia",Cents per litre,135.9,British Columbia,Diesel
2018-05,"Victoria, British Columbia",Cents per litre,142.5,British Columbia,Diesel
2018-06,"Victoria, British Columbia",Cents per litre,143.8,British Columbia,Diesel
2018-07,"Victoria, British Columbia",Cents per litre,138.6,British Columbia,Diesel
2018-08,"Victoria, British Columbia",Cents per litre,136.9,British Columbia,Diesel
2018-09,"Victoria, British Columbia",Cents per litre,139.8,British Columbia,Diesel
2018-10,"Victoria, British Columbia",Cents per litre,143.4,British Columbia,Diesel
2018-11,"Victoria, British Columbia",Cents per litre,139.8,British Columbia,Diesel
2018-12,"Victoria, British Columbia",Cents per litre,129.5,British Columbia,Diesel
2019-01,"Victoria, British Columbia",Cents per litre,127.8,British Columbia,Diesel
2019-02,"Victoria, British Columbia",Cents per litre,130.2,British Columbia,Diesel
2019-03,"Victoria, British Columbia",Cents per litre,132.1,British Columbia,Diesel
2019-04,"Victoria, British Columbia",Cents per litre,137.1,British Columbia,Diesel
2019-05,"Victoria, British Columbia",Cents per litre,141.1,British Columbia,Diesel
2019-06,"Victoria, British Columbia",Cents per litre,133.7,British Columbia,Diesel
2019-07,"Victoria, British Columbia",Cents per litre,132.2,British Columbia,Diesel
2019-08,"Victoria, British Columbia",Cents per litre,130.0,British Columbia,Diesel
2019-09,"Victoria, British Columbia",Cents per litre,132.7,British Columbia,Diesel
2019-10,"Victoria, British Columbia",Cents per litre,137.9,British Columbia,Diesel
2019-11,"Victoria, British Columbia",Cents per litre,141.6,British Columbia,Diesel
2019-12,"Victoria, British Columbia",Cents per litre,132.0,British Columbia,Diesel
2020-01,"Victoria, British Columbia",Cents per litre,130.5,British Columbia,Diesel
2020-02,"Victoria, British Columbia",Cents per litre,125.7,British Columbia,Diesel
2020-03,"Victoria, British Columbia",Cents per litre,115.4,British Columbia,Diesel
2020-04,"Victoria, British Columbia",Cents per litre,102.6,British Columbia,Diesel
2020-05,"Victoria, British Columbia",Cents per litre,97.5,British Columbia,Diesel
2020-06,"Victoria, British Columbia",Cents per litre,104.3,British Columbia,Diesel
2020-07,"Victoria, British Columbia",Cents per litre,107.7,British Columbia,Diesel
2020-08,"Victoria, British Columbia",Cents per litre,106.9,British Columbia,Diesel
2020-09,"Victoria, British Columbia",Cents per litre,104.5,British Columbia,Diesel
2020-10,"Victoria, British Columbia",Cents per litre,106.8,British Columbia,Diesel
2020-11,"Victoria, British Columbia",Cents per litre,111.3,British Columbia,Diesel
2020-12,"Victoria, British Columbia",Cents per litre,113.8,British Columbia,Diesel
2021-01,"Victoria, British Columbia",Cents per litre,117.7,British Columbia,Diesel
2021-02,"Victoria, British Columbia",Cents per litre,125.0,British Columbia,Diesel
2021-03,"Victoria, British Columbia",Cents per litre,131.4,British Columbia,Diesel
2021-04,"Victoria, British Columbia",Cents per litre,132.9,British Columbia,Diesel
2021-05,"Victoria, British Columbia",Cents per litre,135.9,British Columbia,Diesel
2021-06,"Victoria, British Columbia",Cents per litre,139.9,British Columbia,Diesel
2021-07,"Victoria, British Columbia",Cents per litre,143.8,British Columbia,Diesel
2021-08,"Victoria, British Columbia",Cents per litre,146.8,British Columbia,Diesel
2021-09,"Victoria, British Columbia",Cents per litre,147.1,British Columbia,Diesel
2021-10,"Victoria, British Columbia",Cents per litre,156.1,British Columbia,Diesel
2021-11,"Victoria, British Columbia",Cents per litre,157.3,British Columbia,Diesel
2021-12,"Victoria, British Columbia",Cents per litre,155.8,British Columbia,Diesel
2022-01,"Victoria, British Columbia",Cents per litre,168.9,British Columbia,Diesel
2022-02,"Victoria, British Columbia",Cents per litre,173.9,British Columbia,Diesel
2022-03,"Victoria, British Columbia",Cents per litre,203.5,British Columbia,Diesel
2022-04,"Victoria, British Columbia",Cents per litre,206.2,British Columbia,Diesel
2022-05,"Victoria, British Columbia",Cents per litre,222.2,British Columbia,Diesel
2022-06,"Victoria, British Columbia",Cents per litre,241.1,British Columbia,Diesel
2022-07,"Victoria, British Columbia",Cents per litre,211.3,British Columbia,Diesel
2022-08,"Victoria, British Columbia",Cents per litre,193.3,British Columbia,Diesel
2022-09,"Victoria, British Columbia",Cents per litre,201.4,British Columbia,Diesel
2022-10,"Victoria, British Columbia",Cents per litre,224.1,British Columbia,Diesel
2022-11,"Victoria, British Columbia",Cents per litre,220.4,British Columbia,Diesel
2022-12,"Victoria, British Columbia",Cents per litre,190.9,British Columbia,Diesel
2023-01,"Victoria, British Columbia",Cents per litre,192.2,British Columbia,Diesel
2023-02,"Victoria, British Columbia",Cents per litre,188.0,British Columbia,Diesel
2023-03,"Victoria, British Columbia",Cents per litre,183.6,British Columbia,Diesel
2023-04,"Victoria, British Columbia",Cents per litre,176.1,British Columbia,Diesel
2023-05,"Victoria, British Columbia",Cents per litre,171.1,British Columbia,Diesel
2023-06,"Victoria, British Columbia",Cents per litre,171.6,British Columbia,Diesel
2023-07,"Victoria, British Columbia",Cents per litre,178.6,British Columbia,Diesel
2023-08,"Victoria, British Columbia",Cents per litre,202.5,British Columbia,Diesel
2023-09,"Victoria, British Columbia",Cents per litre,216.5,British Columbia,Diesel
2023-10,"Victoria, British Columbia",Cents per litre,204.1,British Columbia,Diesel
2023-11,"Victoria, British Columbia",Cents per litre,192.1,British Columbia,Diesel
2023-12,"Victoria, British Columbia",Cents per litre,177.1,British Columbia,Diesel
2024-01,"Victoria, British Columbia",Cents per litre,174.7,British Columbia,Diesel
2024-02,"Victoria, British Columbia",Cents per litre,181.1,British Columbia,Diesel
2024-03,"Victoria, British Columbia",Cents per litre,181.0,British Columbia,Diesel
2024-04,"Victoria, British Columbia",Cents per litre,186.1,British Columbia,Diesel
2024-05,"Victoria, British Columbia",Cents per litre,180.7,British Columbia,Diesel
2024-06,"Victoria, British Columbia",Cents per litre,180.4,British Columbia,Diesel
2024-07,"Victoria, British Columbia",Cents per litre,183.9,British Columbia,Diesel
2014-03,"Whitehorse, Yukon",Cents per litre,152.2,Yukon,Diesel
2014-04,"Whitehorse, Yukon",Cents per litre,152.4,Yukon,Diesel
2014-05,"Whitehorse, Yukon",Cents per litre,153.2,Yukon,Diesel
2014-06,"Whitehorse, Yukon",Cents per litre,151.9,Yukon,Diesel
2014-07,"Whitehorse, Yukon",Cents per litre,149.9,Yukon,Diesel
2014-08,"Whitehorse, Yukon",Cents per litre,146.3,Yukon,Diesel
2014-09,"Whitehorse, Yukon",Cents per litre,146.2,Yukon,Diesel
2014-10,"Whitehorse, Yukon",Cents per litre,146.9,Yukon,Diesel
2014-11,"Whitehorse, Yukon",Cents per litre,146.9,Yukon,Diesel
2014-12,"Whitehorse, Yukon",Cents per litre,140.4,Yukon,Diesel
2015-01,"Whitehorse, Yukon",Cents per litre,132.9,Yukon,Diesel
2015-02,"Whitehorse, Yukon",Cents per litre,128.3,Yukon,Diesel
2015-03,"Whitehorse, Yukon",Cents per litre,127.9,Yukon,Diesel
2015-04,"Whitehorse, Yukon",Cents per litre,124.4,Yukon,Diesel
2015-05,"Whitehorse, Yukon",Cents per litre,124.4,Yukon,Diesel
2015-06,"Whitehorse, Yukon",Cents per litre,124.4,Yukon,Diesel
2015-07,"Whitehorse, Yukon",Cents per litre,124.4,Yukon,Diesel
2015-08,"Whitehorse, Yukon",Cents per litre,125.4,Yukon,Diesel
2015-09,"Whitehorse, Yukon",Cents per litre,124.4,Yukon,Diesel
2015-10,"Whitehorse, Yukon",Cents per litre,122.7,Yukon,Diesel
2015-11,"Whitehorse, Yukon",Cents per litre,121.2,Yukon,Diesel
2015-12,"Whitehorse, Yukon",Cents per litre,119.1,Yukon,Diesel
2016-01,"Whitehorse, Yukon",Cents per litre,111.7,Yukon,Diesel
2016-02,"Whitehorse, Yukon",Cents per litre,100.7,Yukon,Diesel
2016-03,"Whitehorse, Yukon",Cents per litre,100.9,Yukon,Diesel
2016-04,"Whitehorse, Yukon",Cents per litre,100.1,Yukon,Diesel
2016-05,"Whitehorse, Yukon",Cents per litre,103.4,Yukon,Diesel
2016-06,"Whitehorse, Yukon",Cents per litre,110.2,Yukon,Diesel
2016-07,"Whitehorse, Yukon",Cents per litre,110.2,Yukon,Diesel
2016-08,"Whitehorse, Yukon",Cents per litre,108.9,Yukon,Diesel
2016-09,"Whitehorse, Yukon",Cents per litre,110.2,Yukon,Diesel
2016-10,"Whitehorse, Yukon",Cents per litre,111.9,Yukon,Diesel
2016-11,"Whitehorse, Yukon",Cents per litre,112.7,Yukon,Diesel
2016-12,"Whitehorse, Yukon",Cents per litre,110.2,Yukon,Diesel
2017-01,"Whitehorse, Yukon",Cents per litre,113.2,Yukon,Diesel
2017-02,"Whitehorse, Yukon",Cents per litre,114.2,Yukon,Diesel
2017-03,"Whitehorse, Yukon",Cents per litre,112.4,Yukon,Diesel
2017-04,"Whitehorse, Yukon",Cents per litre,114.2,Yukon,Diesel
2017-05,"Whitehorse, Yukon",Cents per litre,114.4,Yukon,Diesel
2017-06,"Whitehorse, Yukon",Cents per litre,114.4,Yukon,Diesel
2017-07,"Whitehorse, Yukon",Cents per litre,112.2,Yukon,Diesel
2017-08,"Whitehorse, Yukon",Cents per litre,113.2,Yukon,Diesel
2017-09,"Whitehorse, Yukon",Cents per litre,111.4,Yukon,Diesel
2017-10,"Whitehorse, Yukon",Cents per litre,114.9,Yukon,Diesel
2017-11,"Whitehorse, Yukon",Cents per litre,121.8,Yukon,Diesel
2017-12,"Whitehorse, Yukon",Cents per litre,122.9,Yukon,Diesel
2018-01,"Whitehorse, Yukon",Cents per litre,124.7,Yukon,Diesel
2018-02,"Whitehorse, Yukon",Cents per litre,128.9,Yukon,Diesel
2018-03,"Whitehorse, Yukon",Cents per litre,128.9,Yukon,Diesel
2018-04,"Whitehorse, Yukon",Cents per litre,129.2,Yukon,Diesel
2018-05,"Whitehorse, Yukon",Cents per litre,135.7,Yukon,Diesel
2018-06,"Whitehorse, Yukon",Cents per litre,135.9,Yukon,Diesel
2018-07,"Whitehorse, Yukon",Cents per litre,136.1,Yukon,Diesel
2018-08,"Whitehorse, Yukon",Cents per litre,138.3,Yukon,Diesel
2018-09,"Whitehorse, Yukon",Cents per litre,135.2,Yukon,Diesel
2018-10,"Whitehorse, Yukon",Cents per litre,135.7,Yukon,Diesel
2018-11,"Whitehorse, Yukon",Cents per litre,137.0,Yukon,Diesel
2018-12,"Whitehorse, Yukon",Cents per litre,138.9,Yukon,Diesel
2019-01,"Whitehorse, Yukon",Cents per litre,135.9,Yukon,Diesel
2019-02,"Whitehorse, Yukon",Cents per litre,135.9,Yukon,Diesel
2019-03,"Whitehorse, Yukon",Cents per litre,140.2,Yukon,Diesel
2019-04,"Whitehorse, Yukon",Cents per litre,140.4,Yukon,Diesel
2019-05,"Whitehorse, Yukon",Cents per litre,137.5,Yukon,Diesel
2019-06,"Whitehorse, Yukon",Cents per litre,135.9,Yukon,Diesel
2019-07,"Whitehorse, Yukon",Cents per litre,140.6,Yukon,Diesel
2019-08,"Whitehorse, Yukon",Cents per litre,140.9,Yukon,Diesel
2019-09,"Whitehorse, Yukon",Cents per litre,140.8,Yukon,Diesel
2019-10,"Whitehorse, Yukon",Cents per litre,140.9,Yukon,Diesel
2019-11,"Whitehorse, Yukon",Cents per litre,140.9,Yukon,Diesel
2019-12,"Whitehorse, Yukon",Cents per litre,145.2,Yukon,Diesel
2020-01,"Whitehorse, Yukon",Cents per litre,145.5,Yukon,Diesel
2020-02,"Whitehorse, Yukon",Cents per litre,144.5,Yukon,Diesel
2020-03,"Whitehorse, Yukon",Cents per litre,136.0,Yukon,Diesel
2020-04,"Whitehorse, Yukon",Cents per litre,125.9,Yukon,Diesel
2020-05,"Whitehorse, Yukon",Cents per litre,119.7,Yukon,Diesel
2020-06,"Whitehorse, Yukon",Cents per litre,119.6,Yukon,Diesel
2020-07,"Whitehorse, Yukon",Cents per litre,119.5,Yukon,Diesel
2020-08,"Whitehorse, Yukon",Cents per litre,119.9,Yukon,Diesel
2020-09,"Whitehorse, Yukon",Cents per litre,119.8,Yukon,Diesel
2020-10,"Whitehorse, Yukon",Cents per litre,119.9,Yukon,Diesel
2020-11,"Whitehorse, Yukon",Cents per litre,119.9,Yukon,Diesel
2020-12,"Whitehorse, Yukon",Cents per litre,119.9,Yukon,Diesel
2021-01,"Whitehorse, Yukon",Cents per litre,125.9,Yukon,Diesel
2021-02,"Whitehorse, Yukon",Cents per litre,128.8,Yukon,Diesel
2021-03,"Whitehorse, Yukon",Cents per litre,137.6,Yukon,Diesel
2021-04,"Whitehorse, Yukon",Cents per litre,143.2,Yukon,Diesel
2021-05,"Whitehorse, Yukon",Cents per litre,142.9,Yukon,Diesel
2021-06,"Whitehorse, Yukon",Cents per litre,142.9,Yukon,Diesel
2021-07,"Whitehorse, Yukon",Cents per litre,146.1,Yukon,Diesel
2021-08,"Whitehorse, Yukon",Cents per litre,146.5,Yukon,Diesel
2021-09,"Whitehorse, Yukon",Cents per litre,146.8,Yukon,Diesel
2021-10,"Whitehorse, Yukon",Cents per litre,151.6,Yukon,Diesel
2021-11,"Whitehorse, Yukon",Cents per litre,154.9,Yukon,Diesel
2021-12,"Whitehorse, Yukon",Cents per litre,154.9,Yukon,Diesel
2022-01,"Whitehorse, Yukon",Cents per litre,156.7,Yukon,Diesel
2022-02,"Whitehorse, Yukon",Cents per litre,167.5,Yukon,Diesel
2022-03,"Whitehorse, Yukon",Cents per litre,193.8,Yukon,Diesel
2022-04,"Whitehorse, Yukon",Cents per litre,205.2,Yukon,Diesel
2022-05,"Whitehorse, Yukon",Cents per litre,225.0,Yukon,Diesel
2022-06,"Whitehorse, Yukon",Cents per litre,227.3,Yukon,Diesel
2022-07,"Whitehorse, Yukon",Cents per litre,227.8,Yukon,Diesel
2022-08,"Whitehorse, Yukon",Cents per litre,210.3,Yukon,Diesel
2022-09,"Whitehorse, Yukon",Cents per litre,217.1,Yukon,Diesel
2022-10,"Whitehorse, Yukon",Cents per litre,216.7,Yukon,Diesel
2022-11,"Whitehorse, Yukon",Cents per litre,229.9,Yukon,Diesel
2022-12,"Whitehorse, Yukon",Cents per litre,216.0,Yukon,Diesel
2023-01,"Whitehorse, Yukon",Cents per litre,209.6,Yukon,Diesel
2023-02,"Whitehorse, Yukon",Cents per litre,208.5,Yukon,Diesel
2023-03,"Whitehorse, Yukon",Cents per litre,204.2,Yukon,Diesel
2023-04,"Whitehorse, Yukon",Cents per litre,204.6,Yukon,Diesel
2023-05,"Whitehorse, Yukon",Cents per litre,195.7,Yukon,Diesel
2023-06,"Whitehorse, Yukon",Cents per litre,191.4,Yukon,Diesel
2023-07,"Whitehorse, Yukon",Cents per litre,181.4,Yukon,Diesel
2023-08,"Whitehorse, Yukon",Cents per litre,195.7,Yukon,Diesel
2023-09,"Whitehorse, Yukon",Cents per litre,199.9,Yukon,Diesel
2023-10,"Whitehorse, Yukon",Cents per litre,199.9,Yukon,Diesel
2023-11,"Whitehorse, Yukon",Cents per litre,204.4,Yukon,Diesel
2023-12,"Whitehorse, Yukon",Cents per litre,195.1,Yukon,Diesel
2024-01,"Whitehorse, Yukon",Cents per litre,189.9,Yukon,Diesel
2024-02,"Whitehorse, Yukon",Cents per litre,189.9,Yukon,Diesel
2024-03,"Whitehorse, Yukon",Cents per litre,189.9,Yukon,Diesel
2024-04,"Whitehorse, Yukon",Cents per litre,194.2,Yukon,Diesel
2024-05,"Whitehorse, Yukon",Cents per litre,194.4,Yukon,Diesel
2024-06,"Whitehorse, Yukon",Cents per litre,194.5,Yukon,Diesel
2024-07,"Whitehorse, Yukon",Cents per litre,194.9,Yukon,Diesel
2014-03,"Yellowknife, Northwest Territories",Cents per litre,142.4,Northwest Territories,Diesel
2014-04,"Yellowknife, Northwest Territories",Cents per litre,142.4,Northwest Territories,Diesel
2014-05,"Yellowknife, Northwest Territories",Cents per litre,144.9,Northwest Territories,Diesel
2014-06,"Yellowknife, Northwest Territories",Cents per litre,144.9,Northwest Territories,Diesel
2014-07,"Yellowknife, Northwest Territories",Cents per litre,144.9,Northwest Territories,Diesel
2014-08,"Yellowknife, Northwest Territories",Cents per litre,144.9,Northwest Territories,Diesel
2014-09,"Yellowknife, Northwest Territories",Cents per litre,144.9,Northwest Territories,Diesel
2014-10,"Yellowknife, Northwest Territories",Cents per litre,144.9,Northwest Territories,Diesel
2014-11,"Yellowknife, Northwest Territories",Cents per litre,144.9,Northwest Territories,Diesel
2014-12,"Yellowknife, Northwest Territories",Cents per litre,137.2,Northwest Territories,Diesel
2015-01,"Yellowknife, Northwest Territories",Cents per litre,123.6,Northwest Territories,Diesel
2015-02,"Yellowknife, Northwest Territories",Cents per litre,125.2,Northwest Territories,Diesel
2015-03,"Yellowknife, Northwest Territories",Cents per litre,126.9,Northwest Territories,Diesel
2015-04,"Yellowknife, Northwest Territories",Cents per litre,120.6,Northwest Territories,Diesel
2015-05,"Yellowknife, Northwest Territories",Cents per litre,118.9,Northwest Territories,Diesel
2015-06,"Yellowknife, Northwest Territories",Cents per litre,118.9,Northwest Territories,Diesel
2015-07,"Yellowknife, Northwest Territories",Cents per litre,118.9,Northwest Territories,Diesel
2015-08,"Yellowknife, Northwest Territories",Cents per litre,117.2,Northwest Territories,Diesel
2015-09,"Yellowknife, Northwest Territories",Cents per litre,110.2,Northwest Territories,Diesel
2015-10,"Yellowknife, Northwest Territories",Cents per litre,116.2,Northwest Territories,Diesel
2015-11,"Yellowknife, Northwest Territories",Cents per litre,113.2,Northwest Territories,Diesel
2015-12,"Yellowknife, Northwest Territories",Cents per litre,107.9,Northwest Territories,Diesel
2016-01,"Yellowknife, Northwest Territories",Cents per litre,98.9,Northwest Territories,Diesel
2016-02,"Yellowknife, Northwest Territories",Cents per litre,95.9,Northwest Territories,Diesel
2016-03,"Yellowknife, Northwest Territories",Cents per litre,102.6,Northwest Territories,Diesel
2016-04,"Yellowknife, Northwest Territories",Cents per litre,99.6,Northwest Territories,Diesel
2016-05,"Yellowknife, Northwest Territories",Cents per litre,105.2,Northwest Territories,Diesel
2016-06,"Yellowknife, Northwest Territories",Cents per litre,110.2,Northwest Territories,Diesel
2016-07,"Yellowknife, Northwest Territories",Cents per litre,110.6,Northwest Territories,Diesel
2016-08,"Yellowknife, Northwest Territories",Cents per litre,108.6,Northwest Territories,Diesel
2016-09,"Yellowknife, Northwest Territories",Cents per litre,110.2,Northwest Territories,Diesel
2016-10,"Yellowknife, Northwest Territories",Cents per litre,113.2,Northwest Territories,Diesel
2016-11,"Yellowknife, Northwest Territories",Cents per litre,113.9,Northwest Territories,Diesel
2016-12,"Yellowknife, Northwest Territories",Cents per litre,115.9,Northwest Territories,Diesel
2017-01,"Yellowknife, Northwest Territories",Cents per litre,117.9,Northwest Territories,Diesel
2017-02,"Yellowknife, Northwest Territories",Cents per litre,117.6,Northwest Territories,Diesel
2017-03,"Yellowknife, Northwest Territories",Cents per litre,118.6,Northwest Territories,Diesel
2017-04,"Yellowknife, Northwest Territories",Cents per litre,118.6,Northwest Territories,Diesel
2017-05,"Yellowknife, Northwest Territories",Cents per litre,114.6,Northwest Territories,Diesel
2017-06,"Yellowknife, Northwest Territories",Cents per litre,111.2,Northwest Territories,Diesel
2017-07,"Yellowknife, Northwest Territories",Cents per litre,109.2,Northwest Territories,Diesel
2017-08,"Yellowknife, Northwest Territories",Cents per litre,109.4,Northwest Territories,Diesel
2017-09,"Yellowknife, Northwest Territories",Cents per litre,110.6,Northwest Territories,Diesel
2017-10,"Yellowknife, Northwest Territories",Cents per litre,114.2,Northwest Territories,Diesel
2017-11,"Yellowknife, Northwest Territories",Cents per litre,122.8,Northwest Territories,Diesel
2017-12,"Yellowknife, Northwest Territories",Cents per litre,123.9,Northwest Territories,Diesel
2018-01,"Yellowknife, Northwest Territories",Cents per litre,124.3,Northwest Territories,Diesel
2018-02,"Yellowknife, Northwest Territories",Cents per litre,125.4,Northwest Territories,Diesel
2018-03,"Yellowknife, Northwest Territories",Cents per litre,125.9,Northwest Territories,Diesel
2018-04,"Yellowknife, Northwest Territories",Cents per litre,127.6,Northwest Territories,Diesel
2018-05,"Yellowknife, Northwest Territories",Cents per litre,132.5,Northwest Territories,Diesel
2018-06,"Yellowknife, Northwest Territories",Cents per litre,136.0,Northwest Territories,Diesel
2018-07,"Yellowknife, Northwest Territories",Cents per litre,136.7,Northwest Territories,Diesel
2018-08,"Yellowknife, Northwest Territories",Cents per litre,137.5,Northwest Territories,Diesel
2018-09,"Yellowknife, Northwest Territories",Cents per litre,137.6,Northwest Territories,Diesel
2018-10,"Yellowknife, Northwest Territories",Cents per litre,142.0,Northwest Territories,Diesel
2018-11,"Yellowknife, Northwest Territories",Cents per litre,142.0,Northwest Territories,Diesel
2018-12,"Yellowknife, Northwest Territories",Cents per litre,137.0,Northwest Territories,Diesel
2019-01,"Yellowknife, Northwest Territories",Cents per litre,126.1,Northwest Territories,Diesel
2019-02,"Yellowknife, Northwest Territories",Cents per litre,126.4,Northwest Territories,Diesel
2019-03,"Yellowknife, Northwest Territories",Cents per litre,130.7,Northwest Territories,Diesel
2019-04,"Yellowknife, Northwest Territories",Cents per litre,135.7,Northwest Territories,Diesel
2019-05,"Yellowknife, Northwest Territories",Cents per litre,139.9,Northwest Territories,Diesel
2019-06,"Yellowknife, Northwest Territories",Cents per litre,138.7,Northwest Territories,Diesel
2019-07,"Yellowknife, Northwest Territories",Cents per litre,134.6,Northwest Territories,Diesel
2019-08,"Yellowknife, Northwest Territories",Cents per litre,132.6,Northwest Territories,Diesel
2019-09,"Yellowknife, Northwest Territories",Cents per litre,132.0,Northwest Territories,Diesel
2019-10,"Yellowknife, Northwest Territories",Cents per litre,135.9,Northwest Territories,Diesel
2019-11,"Yellowknife, Northwest Territories",Cents per litre,136.7,Northwest Territories,Diesel
2019-12,"Yellowknife, Northwest Territories",Cents per litre,138.3,Northwest Territories,Diesel
2020-01,"Yellowknife, Northwest Territories",Cents per litre,140.2,Northwest Territories,Diesel
2020-02,"Yellowknife, Northwest Territories",Cents per litre,138.9,Northwest Territories,Diesel
2020-03,"Yellowknife, Northwest Territories",Cents per litre,126.4,Northwest Territories,Diesel
2020-04,"Yellowknife, Northwest Territories",Cents per litre,108.5,Northwest Territories,Diesel
2020-05,"Yellowknife, Northwest Territories",Cents per litre,100.1,Northwest Territories,Diesel
2020-06,"Yellowknife, Northwest Territories",Cents per litre,101.8,Northwest Territories,Diesel
2020-07,"Yellowknife, Northwest Territories",Cents per litre,106.5,Northwest Territories,Diesel
2020-08,"Yellowknife, Northwest Territories",Cents per litre,107.4,Northwest Territories,Diesel
2020-09,"Yellowknife, Northwest Territories",Cents per litre,108.5,Northwest Territories,Diesel
2020-10,"Yellowknife, Northwest Territories",Cents per litre,110.8,Northwest Territories,Diesel
2020-11,"Yellowknife, Northwest Territories",Cents per litre,111.9,Northwest Territories,Diesel
2020-12,"Yellowknife, Northwest Territories",Cents per litre,117.6,Northwest Territories,Diesel
2021-01,"Yellowknife, Northwest Territories",Cents per litre,120.6,Northwest Territories,Diesel
2021-02,"Yellowknife, Northwest Territories",Cents per litre,122.0,Northwest Territories,Diesel
2021-03,"Yellowknife, Northwest Territories",Cents per litre,129.9,Northwest Territories,Diesel
2021-04,"Yellowknife, Northwest Territories",Cents per litre,134.3,Northwest Territories,Diesel
2021-05,"Yellowknife, Northwest Territories",Cents per litre,137.5,Northwest Territories,Diesel
2021-06,"Yellowknife, Northwest Territories",Cents per litre,140.8,Northwest Territories,Diesel
2021-07,"Yellowknife, Northwest Territories",Cents per litre,142.3,Northwest Territories,Diesel
2021-08,"Yellowknife, Northwest Territories",Cents per litre,143.4,Northwest Territories,Diesel
2021-09,"Yellowknife, Northwest Territories",Cents per litre,145.0,Northwest Territories,Diesel
2021-10,"Yellowknife, Northwest Territories",Cents per litre,149.8,Northwest Territories,Diesel
2021-11,"Yellowknife, Northwest Territories",Cents per litre,153.7,Northwest Territories,Diesel
2021-12,"Yellowknife, Northwest Territories",Cents per litre,155.3,Northwest Territories,Diesel
2022-01,"Yellowknife, Northwest Territories",Cents per litre,154.0,Northwest Territories,Diesel
2022-02,"Yellowknife, Northwest Territories",Cents per litre,160.4,Northwest Territories,Diesel
2022-03,"Yellowknife, Northwest Territories",Cents per litre,190.5,Northwest Territories,Diesel
2022-04,"Yellowknife, Northwest Territories",Cents per litre,196.2,Northwest Territories,Diesel
2022-05,"Yellowknife, Northwest Territories",Cents per litre,208.5,Northwest Territories,Diesel
2022-06,"Yellowknife, Northwest Territories",Cents per litre,214.0,Northwest Territories,Diesel
2022-07,"Yellowknife, Northwest Territories",Cents per litre,216.9,Northwest Territories,Diesel
2022-08,"Yellowknife, Northwest Territories",Cents per litre,193.8,Northwest Territories,Diesel
2022-09,"Yellowknife, Northwest Territories",Cents per litre,200.2,Northwest Territories,Diesel
2022-10,"Yellowknife, Northwest Territories",Cents per litre,202.5,Northwest Territories,Diesel
2022-11,"Yellowknife, Northwest Territories",Cents per litre,212.4,Northwest Territories,Diesel
2022-12,"Yellowknife, Northwest Territories",Cents per litre,204.6,Northwest Territories,Diesel
2023-01,"Yellowknife, Northwest Territories",Cents per litre,197.1,Northwest Territories,Diesel
2023-02,"Yellowknife, Northwest Territories",Cents per litre,188.0,Northwest Territories,Diesel
2023-03,"Yellowknife, Northwest Territories",Cents per litre,178.4,Northwest Territories,Diesel
2023-04,"Yellowknife, Northwest Territories",Cents per litre,182.0,Northwest Territories,Diesel
2023-05,"Yellowknife, Northwest Territories",Cents per litre,179.7,Northwest Territories,Diesel
2023-06,"Yellowknife, Northwest Territories",Cents per litre,177.2,Northwest Territories,Diesel
2023-07,"Yellowknife, Northwest Territories",Cents per litre,174.8,Northwest Territories,Diesel
2023-08,"Yellowknife, Northwest Territories",Cents per litre,175.7,Northwest Territories,Diesel
2023-09,"Yellowknife, Northwest Territories",Cents per litre,180.3,Northwest Territories,Diesel
2023-10,"Yellowknife, Northwest Territories",Cents per litre,183.1,Northwest Territories,Diesel
2023-11,"Yellowknife, Northwest Territories",Cents per litre,187.3,Northwest Territories,Diesel
2023-12,"Yellowknife, Northwest Territories",Cents per litre,185.1,Northwest Territories,Diesel
2024-01,"Yellowknife, Northwest Territories",Cents per litre,180.8,Northwest Territories,Diesel
2024-02,"Yellowknife, Northwest Territories",Cents per litre,180.5,Northwest Territories,Diesel
2024-03,"Yellowknife, Northwest Territories",Cents per litre,180.9,Northwest Territories,Diesel
2024-04,"Yellowknife, Northwest Territories",Cents per litre,185.7,Northwest Territories,Diesel
2024-05,"Yellowknife, Northwest Territories",Cents per litre,183.4,Northwest Territories,Diesel
2024-06,"Yellowknife, Northwest Territories",Cents per litre,178.9,Northwest Territories,Diesel
